PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Sex_Pclass
447,1,2,1,13.0,0,1,19.5,2,1_2
448,1,1,0,34.0,0,0,26.55,2,0_1
449,1,3,1,5.0,2,1,19.2583,0,1_3
450,1,1,0,52.0,0,0,30.5,2,0_1
451,0,2,0,36.0,1,2,27.75,2,0_2
452,0,3,0,28.0,1,0,19.9667,2,0_3
453,0,1,0,30.0,0,0,27.75,0,0_1
454,1,1,0,49.0,1,0,89.1042,0,0_1
455,0,3,0,28.0,0,0,8.05,2,0_3
456,1,3,0,29.0,0,0,7.8958,0,0_3
457,0,1,0,65.0,0,0,26.55,2,0_1
458,1,1,1,28.0,1,0,51.8625,2,1_1
459,1,2,1,50.0,0,0,10.5,2,1_2
460,0,3,0,28.0,0,0,7.75,1,0_3
461,1,1,0,48.0,0,0,26.55,2,0_1
462,0,3,0,34.0,0,0,8.05,2,0_3
463,0,1,0,47.0,0,0,38.5,2,0_1
464,0,2,0,48.0,0,0,13.0,2,0_2
465,0,3,0,28.0,0,0,8.05,2,0_3
466,0,3,0,38.0,0,0,7.05,2,0_3
467,0,2,0,28.0,0,0,0.0,2,0_2
468,0,1,0,56.0,0,0,26.55,2,0_1
469,0,3,0,28.0,0,0,7.725,1,0_3
470,1,3,1,0.75,2,1,19.2583,0,1_3
471,0,3,0,28.0,0,0,7.25,2,0_3
472,0,3,0,38.0,0,0,8.6625,2,0_3
473,1,2,1,33.0,1,2,27.75,2,1_2
474,1,2,1,23.0,0,0,13.7917,0,1_2
475,0,3,1,22.0,0,0,9.8375,2,1_3
476,0,1,0,28.0,0,0,52.0,2,0_1
477,0,2,0,34.0,1,0,21.0,2,0_2
478,0,3,0,29.0,1,0,7.0458,2,0_3
479,0,3,0,22.0,0,0,7.5208,2,0_3
480,1,3,1,2.0,0,1,12.2875,2,1_3
481,0,3,0,9.0,5,2,46.9,2,0_3
482,0,2,0,28.0,0,0,0.0,2,0_2
483,0,3,0,50.0,0,0,8.05,2,0_3
484,1,3,1,63.0,0,0,9.5875,2,1_3
485,1,1,0,25.0,1,0,91.0792,0,0_1
486,0,3,1,28.0,3,1,25.4667,2,1_3
487,1,1,1,35.0,1,0,90.0,2,1_1
488,0,1,0,58.0,0,0,29.7,0,0_1
489,0,3,0,30.0,0,0,8.05,2,0_3
490,1,3,0,9.0,1,1,15.9,2,0_3
491,0,3,0,28.0,1,0,19.9667,2,0_3
492,0,3,0,21.0,0,0,7.25,2,0_3
493,0,1,0,55.0,0,0,30.5,2,0_1
494,0,1,0,71.0,0,0,49.5042,0,0_1
495,0,3,0,21.0,0,0,8.05,2,0_3
496,0,3,0,28.0,0,0,14.4583,0,0_3
497,1,1,1,54.0,1,0,78.2667,0,1_1
498,0,3,0,28.0,0,0,15.1,2,0_3
499,0,1,1,25.0,1,2,151.55,2,1_1
500,0,3,0,24.0,0,0,7.7958,2,0_3
501,0,3,0,17.0,0,0,8.6625,2,0_3
502,0,3,1,21.0,0,0,7.75,1,1_3
503,0,3,1,28.0,0,0,7.6292,1,1_3
504,0,3,1,37.0,0,0,9.5875,2,1_3
505,1,1,1,16.0,0,0,86.5,2,1_1
506,0,1,0,18.0,1,0,108.9,0,0_1
507,1,2,1,33.0,0,2,26.0,2,1_2
508,1,1,0,28.0,0,0,26.55,2,0_1
509,0,3,0,28.0,0,0,22.525,2,0_3
510,1,3,0,26.0,0,0,56.4958,2,0_3
511,1,3,0,29.0,0,0,7.75,1,0_3
512,0,3,0,28.0,0,0,8.05,2,0_3
513,1,1,0,36.0,0,0,26.2875,2,0_1
514,1,1,1,54.0,1,0,59.4,0,1_1
515,0,3,0,24.0,0,0,7.4958,2,0_3
516,0,1,0,47.0,0,0,34.0208,2,0_1
517,1,2,1,34.0,0,0,10.5,2,1_2
518,0,3,0,28.0,0,0,24.15,1,0_3
519,1,2,1,36.0,1,0,26.0,2,1_2
520,0,3,0,32.0,0,0,7.8958,2,0_3
521,1,1,1,30.0,0,0,93.5,2,1_1
522,0,3,0,22.0,0,0,7.8958,2,0_3
523,0,3,0,28.0,0,0,7.225,0,0_3
524,1,1,1,44.0,0,1,57.9792,0,1_1
525,0,3,0,28.0,0,0,7.2292,0,0_3
526,0,3,0,40.5,0,0,7.75,1,0_3
527,1,2,1,50.0,0,0,10.5,2,1_2
528,0,1,0,28.0,0,0,221.7792,2,0_1
529,0,3,0,39.0,0,0,7.925,2,0_3
530,0,2,0,23.0,2,1,11.5,2,0_2
531,1,2,1,2.0,1,1,26.0,2,1_2
532,0,3,0,28.0,0,0,7.2292,0,0_3
533,0,3,0,17.0,1,1,7.2292,0,0_3
534,1,3,1,28.0,0,2,22.3583,0,1_3
535,0,3,1,30.0,0,0,8.6625,2,1_3
536,1,2,1,7.0,0,2,26.25,2,1_2
537,0,1,0,45.0,0,0,26.55,2,0_1
538,1,1,1,30.0,0,0,106.425,0,1_1
539,0,3,0,28.0,0,0,14.5,2,0_3
540,1,1,1,22.0,0,2,49.5,0,1_1
541,1,1,1,36.0,0,2,71.0,2,1_1
542,0,3,1,9.0,4,2,31.275,2,1_3
543,0,3,1,11.0,4,2,31.275,2,1_3
544,1,2,0,32.0,1,0,26.0,2,0_2
545,0,1,0,50.0,1,0,106.425,0,0_1
546,0,1,0,64.0,0,0,26.0,2,0_1
547,1,2,1,19.0,1,0,26.0,2,1_2
548,1,2,0,28.0,0,0,13.8625,0,0_2
549,0,3,0,33.0,1,1,20.525,2,0_3
550,1,2,0,8.0,1,1,36.75,2,0_2
551,1,1,0,17.0,0,2,110.8833,0,0_1
552,0,2,0,27.0,0,0,26.0,2,0_2
553,0,3,0,28.0,0,0,7.8292,1,0_3
554,1,3,0,22.0,0,0,7.225,0,0_3
555,1,3,1,22.0,0,0,7.775,2,1_3
556,0,1,0,62.0,0,0,26.55,2,0_1
557,1,1,1,48.0,1,0,39.6,0,1_1
558,0,1,0,28.0,0,0,227.525,0,0_1
559,1,1,1,39.0,1,1,79.65,2,1_1
560,1,3,1,36.0,1,0,17.4,2,1_3
561,0,3,0,28.0,0,0,7.75,1,0_3
562,0,3,0,40.0,0,0,7.8958,2,0_3
563,0,2,0,28.0,0,0,13.5,2,0_2
564,0,3,0,28.0,0,0,8.05,2,0_3
565,0,3,1,28.0,0,0,8.05,2,1_3
566,0,3,0,24.0,2,0,24.15,2,0_3
567,0,3,0,19.0,0,0,7.8958,2,0_3
568,0,3,1,29.0,0,4,21.075,2,1_3
569,0,3,0,28.0,0,0,7.2292,0,0_3
570,1,3,0,32.0,0,0,7.8542,2,0_3
571,1,2,0,62.0,0,0,10.5,2,0_2
572,1,1,1,53.0,2,0,51.4792,2,1_1
573,1,1,0,36.0,0,0,26.3875,2,0_1
574,1,3,1,28.0,0,0,7.75,1,1_3
575,0,3,0,16.0,0,0,8.05,2,0_3
576,0,3,0,19.0,0,0,14.5,2,0_3
577,1,2,1,34.0,0,0,13.0,2,1_2
578,1,1,1,39.0,1,0,55.9,2,1_1
579,0,3,1,28.0,1,0,14.4583,0,1_3
580,1,3,0,32.0,0,0,7.925,2,0_3
581,1,2,1,25.0,1,1,30.0,2,1_2
582,1,1,1,39.0,1,1,110.8833,0,1_1
583,0,2,0,54.0,0,0,26.0,2,0_2
584,0,1,0,36.0,0,0,40.125,0,0_1
585,0,3,0,28.0,0,0,8.7125,0,0_3
586,1,1,1,18.0,0,2,79.65,2,1_1
587,0,2,0,47.0,0,0,15.0,2,0_2
588,1,1,0,60.0,1,1,79.2,0,0_1
589,0,3,0,22.0,0,0,8.05,2,0_3
590,0,3,0,28.0,0,0,8.05,2,0_3
591,0,3,0,35.0,0,0,7.125,2,0_3
592,1,1,1,52.0,1,0,78.2667,0,1_1
593,0,3,0,47.0,0,0,7.25,2,0_3
594,0,3,1,28.0,0,2,7.75,1,1_3
595,0,2,0,37.0,1,0,26.0,2,0_2
596,0,3,0,36.0,1,1,24.15,2,0_3
597,1,2,1,28.0,0,0,33.0,2,1_2
598,0,3,0,49.0,0,0,0.0,2,0_3
599,0,3,0,28.0,0,0,7.225,0,0_3
600,1,1,0,49.0,1,0,56.9292,0,0_1
601,1,2,1,24.0,2,1,27.0,2,1_2
602,0,3,0,28.0,0,0,7.8958,2,0_3
603,0,1,0,28.0,0,0,42.4,2,0_1
604,0,3,0,44.0,0,0,8.05,2,0_3
605,1,1,0,35.0,0,0,26.55,0,0_1
606,0,3,0,36.0,1,0,15.55,2,0_3
607,0,3,0,30.0,0,0,7.8958,2,0_3
608,1,1,0,27.0,0,0,30.5,2,0_1
609,1,2,1,22.0,1,2,41.5792,0,1_2
610,1,1,1,40.0,0,0,153.4625,2,1_1
611,0,3,1,39.0,1,5,31.275,2,1_3
612,0,3,0,28.0,0,0,7.05,2,0_3
613,1,3,1,28.0,1,0,15.5,1,1_3
614,0,3,0,28.0,0,0,7.75,1,0_3
615,0,3,0,35.0,0,0,8.05,2,0_3
616,1,2,1,24.0,1,2,65.0,2,1_2
617,0,3,0,34.0,1,1,14.4,2,0_3
618,0,3,1,26.0,1,0,16.1,2,1_3
619,1,2,1,4.0,2,1,39.0,2,1_2
620,0,2,0,26.0,0,0,10.5,2,0_2
621,0,3,0,27.0,1,0,14.4542,0,0_3
622,1,1,0,42.0,1,0,52.5542,2,0_1
623,1,3,0,20.0,1,1,15.7417,0,0_3
624,0,3,0,21.0,0,0,7.8542,2,0_3
625,0,3,0,21.0,0,0,16.1,2,0_3
626,0,1,0,61.0,0,0,32.3208,2,0_1
627,0,2,0,57.0,0,0,12.35,1,0_2
628,1,1,1,21.0,0,0,77.9583,2,1_1
629,0,3,0,26.0,0,0,7.8958,2,0_3
630,0,3,0,28.0,0,0,7.7333,1,0_3
631,1,1,0,80.0,0,0,30.0,2,0_1
632,0,3,0,51.0,0,0,7.0542,2,0_3
633,1,1,0,32.0,0,0,30.5,0,0_1
634,0,1,0,28.0,0,0,0.0,2,0_1
635,0,3,1,9.0,3,2,27.9,2,1_3
636,1,2,1,28.0,0,0,13.0,2,1_2
637,0,3,0,32.0,0,0,7.925,2,0_3
638,0,2,0,31.0,1,1,26.25,2,0_2
639,0,3,1,41.0,0,5,39.6875,2,1_3
640,0,3,0,28.0,1,0,16.1,2,0_3
641,0,3,0,20.0,0,0,7.8542,2,0_3
642,1,1,1,24.0,0,0,69.3,0,1_1
643,0,3,1,2.0,3,2,27.9,2,1_3
644,1,3,0,28.0,0,0,56.4958,2,0_3
645,1,3,1,0.75,2,1,19.2583,0,1_3
646,1,1,0,48.0,1,0,76.7292,0,0_1
647,0,3,0,19.0,0,0,7.8958,2,0_3
648,1,1,0,56.0,0,0,35.5,0,0_1
649,0,3,0,28.0,0,0,7.55,2,0_3
650,1,3,1,23.0,0,0,7.55,2,1_3
651,0,3,0,28.0,0,0,7.8958,2,0_3
652,1,2,1,18.0,0,1,23.0,2,1_2
653,0,3,0,21.0,0,0,8.4333,2,0_3
654,1,3,1,28.0,0,0,7.8292,1,1_3
655,0,3,1,18.0,0,0,6.75,1,1_3
656,0,2,0,24.0,2,0,73.5,2,0_2
657,0,3,0,28.0,0,0,7.8958,2,0_3
658,0,3,1,32.0,1,1,15.5,1,1_3
659,0,2,0,23.0,0,0,13.0,2,0_2
660,0,1,0,58.0,0,2,113.275,0,0_1
661,1,1,0,50.0,2,0,133.65,2,0_1
662,0,3,0,40.0,0,0,7.225,0,0_3
663,0,1,0,47.0,0,0,25.5875,2,0_1
664,0,3,0,36.0,0,0,7.4958,2,0_3
665,1,3,0,20.0,1,0,7.925,2,0_3
666,0,2,0,32.0,2,0,73.5,2,0_2
667,0,2,0,25.0,0,0,13.0,2,0_2
668,0,3,0,28.0,0,0,7.775,2,0_3
669,0,3,0,43.0,0,0,8.05,2,0_3
670,1,1,1,28.0,1,0,52.0,2,1_1
671,1,2,1,40.0,1,1,39.0,2,1_2
672,0,1,0,31.0,1,0,52.0,2,0_1
673,0,2,0,70.0,0,0,10.5,2,0_2
674,1,2,0,31.0,0,0,13.0,2,0_2
675,0,2,0,28.0,0,0,0.0,2,0_2
676,0,3,0,18.0,0,0,7.775,2,0_3
677,0,3,0,24.5,0,0,8.05,2,0_3
678,1,3,1,18.0,0,0,9.8417,2,1_3
679,0,3,1,43.0,1,6,46.9,2,1_3
680,1,1,0,36.0,0,1,512.3292,0,0_1
681,0,3,1,28.0,0,0,8.1375,1,1_3
682,1,1,0,27.0,0,0,76.7292,0,0_1
683,0,3,0,20.0,0,0,9.225,2,0_3
684,0,3,0,14.0,5,2,46.9,2,0_3
685,0,2,0,60.0,1,1,39.0,2,0_2
686,0,2,0,25.0,1,2,41.5792,0,0_2
687,0,3,0,14.0,4,1,39.6875,2,0_3
688,0,3,0,19.0,0,0,10.1708,2,0_3
689,0,3,0,18.0,0,0,7.7958,2,0_3
690,1,1,1,15.0,0,1,211.3375,2,1_1
691,1,1,0,31.0,1,0,57.0,2,0_1
692,1,3,1,4.0,0,1,13.4167,0,1_3
693,1,3,0,28.0,0,0,56.4958,2,0_3
694,0,3,0,25.0,0,0,7.225,0,0_3
695,0,1,0,60.0,0,0,26.55,2,0_1
696,0,2,0,52.0,0,0,13.5,2,0_2
697,0,3,0,44.0,0,0,8.05,2,0_3
698,1,3,1,28.0,0,0,7.7333,1,1_3
699,0,1,0,49.0,1,1,110.8833,0,0_1
700,0,3,0,42.0,0,0,7.65,2,0_3
701,1,1,1,18.0,1,0,227.525,0,1_1
702,1,1,0,35.0,0,0,26.2875,2,0_1
703,0,3,1,18.0,0,1,14.4542,0,1_3
704,0,3,0,25.0,0,0,7.7417,1,0_3
705,0,3,0,26.0,1,0,7.8542,2,0_3
706,0,2,0,39.0,0,0,26.0,2,0_2
707,1,2,1,45.0,0,0,13.5,2,1_2
708,1,1,0,42.0,0,0,26.2875,2,0_1
709,1,1,1,22.0,0,0,151.55,2,1_1
710,1,3,0,28.0,1,1,15.2458,0,0_3
711,1,1,1,24.0,0,0,49.5042,0,1_1
712,0,1,0,28.0,0,0,26.55,2,0_1
713,1,1,0,48.0,1,0,52.0,2,0_1
714,0,3,0,29.0,0,0,9.4833,2,0_3
715,0,2,0,52.0,0,0,13.0,2,0_2
716,0,3,0,19.0,0,0,7.65,2,0_3
717,1,1,1,38.0,0,0,227.525,0,1_1
718,1,2,1,27.0,0,0,10.5,2,1_2
719,0,3,0,28.0,0,0,15.5,1,0_3
720,0,3,0,33.0,0,0,7.775,2,0_3
721,1,2,1,6.0,0,1,33.0,2,1_2
722,0,3,0,17.0,1,0,7.0542,2,0_3
723,0,2,0,34.0,0,0,13.0,2,0_2
724,0,2,0,50.0,0,0,13.0,2,0_2
725,1,1,0,27.0,1,0,53.1,2,0_1
726,0,3,0,20.0,0,0,8.6625,2,0_3
727,1,2,1,30.0,3,0,21.0,2,1_2
728,1,3,1,28.0,0,0,7.7375,1,1_3
729,0,2,0,25.0,1,0,26.0,2,0_2
730,0,3,1,25.0,1,0,7.925,2,1_3
731,1,1,1,29.0,0,0,211.3375,2,1_1
732,0,3,0,11.0,0,0,18.7875,0,0_3
733,0,2,0,28.0,0,0,0.0,2,0_2
734,0,2,0,23.0,0,0,13.0,2,0_2
735,0,2,0,23.0,0,0,13.0,2,0_2
736,0,3,0,28.5,0,0,16.1,2,0_3
737,0,3,1,48.0,1,3,34.375,2,1_3
738,1,1,0,35.0,0,0,512.3292,0,0_1
739,0,3,0,28.0,0,0,7.8958,2,0_3
740,0,3,0,28.0,0,0,7.8958,2,0_3
741,1,1,0,28.0,0,0,30.0,2,0_1
742,0,1,0,36.0,1,0,78.85,2,0_1
743,1,1,1,21.0,2,2,262.375,0,1_1
744,0,3,0,24.0,1,0,16.1,2,0_3
745,1,3,0,31.0,0,0,7.925,2,0_3
746,0,1,0,70.0,1,1,71.0,2,0_1
747,0,3,0,16.0,1,1,20.25,2,0_3
748,1,2,1,30.0,0,0,13.0,2,1_2
749,0,1,0,19.0,1,0,53.1,2,0_1
750,0,3,0,31.0,0,0,7.75,1,0_3
751,1,2,1,4.0,1,1,23.0,2,1_2
752,1,3,0,6.0,0,1,12.475,2,0_3
753,0,3,0,33.0,0,0,9.5,2,0_3
754,0,3,0,23.0,0,0,7.8958,2,0_3
755,1,2,1,48.0,1,2,65.0,2,1_2
756,1,2,0,0.67,1,1,14.5,2,0_2
757,0,3,0,28.0,0,0,7.7958,2,0_3
758,0,2,0,18.0,0,0,11.5,2,0_2
759,0,3,0,34.0,0,0,8.05,2,0_3
760,1,1,1,33.0,0,0,86.5,2,1_1
761,0,3,0,28.0,0,0,14.5,2,0_3
762,0,3,0,41.0,0,0,7.125,2,0_3
763,1,3,0,20.0,0,0,7.2292,0,0_3
764,1,1,1,36.0,1,2,120.0,2,1_1
765,0,3,0,16.0,0,0,7.775,2,0_3
766,1,1,1,51.0,1,0,77.9583,2,1_1
767,0,1,0,28.0,0,0,39.6,0,0_1
768,0,3,1,30.5,0,0,7.75,1,1_3
769,0,3,0,28.0,1,0,24.15,1,0_3
770,0,3,0,32.0,0,0,8.3625,2,0_3
771,0,3,0,24.0,0,0,9.5,2,0_3
772,0,3,0,48.0,0,0,7.8542,2,0_3
773,0,2,1,57.0,0,0,10.5,2,1_2
774,0,3,0,28.0,0,0,7.225,0,0_3
775,1,2,1,54.0,1,3,23.0,2,1_2
776,0,3,0,18.0,0,0,7.75,2,0_3
777,0,3,0,28.0,0,0,7.75,1,0_3
778,1,3,1,5.0,0,0,12.475,2,1_3
779,0,3,0,28.0,0,0,7.7375,1,0_3
780,1,1,1,43.0,0,1,211.3375,2,1_1
781,1,3,1,13.0,0,0,7.2292,0,1_3
782,1,1,1,17.0,1,0,57.0,2,1_1
783,0,1,0,29.0,0,0,30.0,2,0_1
784,0,3,0,28.0,1,2,23.45,2,0_3
785,0,3,0,25.0,0,0,7.05,2,0_3
786,0,3,0,25.0,0,0,7.25,2,0_3
787,1,3,1,18.0,0,0,7.4958,2,1_3
788,0,3,0,8.0,4,1,29.125,1,0_3
789,1,3,0,1.0,1,2,20.575,2,0_3
790,0,1,0,46.0,0,0,79.2,0,0_1
791,0,3,0,28.0,0,0,7.75,1,0_3
792,0,2,0,16.0,0,0,26.0,2,0_2
793,0,3,1,28.0,8,2,69.55,2,1_3
794,0,1,0,28.0,0,0,30.6958,0,0_1
795,0,3,0,25.0,0,0,7.8958,2,0_3
796,0,2,0,39.0,0,0,13.0,2,0_2
797,1,1,1,49.0,0,0,25.9292,2,1_1
798,1,3,1,31.0,0,0,8.6833,2,1_3
799,0,3,0,30.0,0,0,7.2292,0,0_3
800,0,3,1,30.0,1,1,24.15,2,1_3
801,0,2,0,34.0,0,0,13.0,2,0_2
802,1,2,1,31.0,1,1,26.25,2,1_2
803,1,1,0,11.0,1,2,120.0,2,0_1
804,1,3,0,0.42,0,1,8.5167,0,0_3
805,1,3,0,27.0,0,0,6.975,2,0_3
806,0,3,0,31.0,0,0,7.775,2,0_3
807,0,1,0,39.0,0,0,0.0,2,0_1
808,0,3,1,18.0,0,0,7.775,2,1_3
809,0,2,0,39.0,0,0,13.0,2,0_2
810,1,1,1,33.0,1,0,53.1,2,1_1
811,0,3,0,26.0,0,0,7.8875,2,0_3
812,0,3,0,39.0,0,0,24.15,2,0_3
813,0,2,0,35.0,0,0,10.5,2,0_2
814,0,3,1,6.0,4,2,31.275,2,1_3
815,0,3,0,30.5,0,0,8.05,2,0_3
816,0,1,0,28.0,0,0,0.0,2,0_1
817,0,3,1,23.0,0,0,7.925,2,1_3
818,0,2,0,31.0,1,1,37.0042,0,0_2
819,0,3,0,43.0,0,0,6.45,2,0_3
820,0,3,0,10.0,3,2,27.9,2,0_3
821,1,1,1,52.0,1,1,93.5,2,1_1
822,1,3,0,27.0,0,0,8.6625,2,0_3
823,0,1,0,38.0,0,0,0.0,2,0_1
824,1,3,1,27.0,0,1,12.475,2,1_3
825,0,3,0,2.0,4,1,39.6875,2,0_3
826,0,3,0,28.0,0,0,6.95,1,0_3
827,0,3,0,28.0,0,0,56.4958,2,0_3
828,1,2,0,1.0,0,2,37.0042,0,0_2
829,1,3,0,28.0,0,0,7.75,1,0_3
830,1,1,1,62.0,0,0,80.0,2,1_1
831,1,3,1,15.0,1,0,14.4542,0,1_3
832,1,2,0,0.83,1,1,18.75,2,0_2
833,0,3,0,28.0,0,0,7.2292,0,0_3
834,0,3,0,23.0,0,0,7.8542,2,0_3
835,0,3,0,18.0,0,0,8.3,2,0_3
836,1,1,1,39.0,1,1,83.1583,0,1_1
837,0,3,0,21.0,0,0,8.6625,2,0_3
838,0,3,0,28.0,0,0,8.05,2,0_3
839,1,3,0,32.0,0,0,56.4958,2,0_3
840,1,1,0,28.0,0,0,29.7,0,0_1
841,0,3,0,20.0,0,0,7.925,2,0_3
842,0,2,0,16.0,0,0,10.5,2,0_2
843,1,1,1,30.0,0,0,31.0,0,1_1
844,0,3,0,34.5,0,0,6.4375,0,0_3
845,0,3,0,17.0,0,0,8.6625,2,0_3
846,0,3,0,42.0,0,0,7.55,2,0_3
847,0,3,0,28.0,8,2,69.55,2,0_3
848,0,3,0,35.0,0,0,7.8958,0,0_3
849,0,2,0,28.0,0,1,33.0,2,0_2
850,1,1,1,28.0,1,0,89.1042,0,1_1
851,0,3,0,4.0,4,2,31.275,2,0_3
852,0,3,0,74.0,0,0,7.775,2,0_3
853,0,3,1,9.0,1,1,15.2458,0,1_3
854,1,1,1,16.0,0,1,39.4,2,1_1
855,0,2,1,44.0,1,0,26.0,2,1_2
856,1,3,1,18.0,0,1,9.35,2,1_3
857,1,1,1,45.0,1,1,164.8667,2,1_1
858,1,1,0,51.0,0,0,26.55,2,0_1
859,1,3,1,24.0,0,3,19.2583,0,1_3
860,0,3,0,28.0,0,0,7.2292,0,0_3
861,0,3,0,41.0,2,0,14.1083,2,0_3
862,0,2,0,21.0,1,0,11.5,2,0_2
863,1,1,1,48.0,0,0,25.9292,2,1_1
864,0,3,1,28.0,8,2,69.55,2,1_3
865,0,2,0,24.0,0,0,13.0,2,0_2
866,1,2,1,42.0,0,0,13.0,2,1_2
867,1,2,1,27.0,1,0,13.8583,0,1_2
868,0,1,0,31.0,0,0,50.4958,2,0_1
869,0,3,0,28.0,0,0,9.5,2,0_3
870,1,3,0,4.0,1,1,11.1333,2,0_3
871,0,3,0,26.0,0,0,7.8958,2,0_3
872,1,1,1,47.0,1,1,52.5542,2,1_1
873,0,1,0,33.0,0,0,5.0,2,0_1
874,0,3,0,47.0,0,0,9.0,2,0_3
875,1,2,1,28.0,1,0,24.0,0,1_2
876,1,3,1,15.0,0,0,7.225,0,1_3
877,0,3,0,20.0,0,0,9.8458,2,0_3
878,0,3,0,19.0,0,0,7.8958,2,0_3
879,0,3,0,28.0,0,0,7.8958,2,0_3
880,1,1,1,56.0,0,1,83.1583,0,1_1
881,1,2,1,25.0,0,1,26.0,2,1_2
882,0,3,0,33.0,0,0,7.8958,2,0_3
883,0,3,1,22.0,0,0,10.5167,2,1_3
884,0,2,0,28.0,0,0,10.5,2,0_2
885,0,3,0,25.0,0,0,7.05,2,0_3
886,0,3,1,39.0,0,5,29.125,1,1_3
887,0,2,0,27.0,0,0,13.0,2,0_2
888,1,1,1,19.0,0,0,30.0,2,1_1
889,0,3,1,28.0,1,2,23.45,2,1_3
890,1,1,0,26.0,0,0,30.0,0,0_1
891,0,3,0,32.0,0,0,7.75,1,0_3
